Id,SalePrice
1461,118892.462823
1462,155270.517531
1463,181895.189191
1464,199404.030756
1465,197404.873877
1466,169810.723007
1467,173418.689719
1468,166658.746904
1469,191034.156377
1470,123954.005487
1471,181804.551223
1472,98231.5823191
1473,95711.5262685
1474,148207.97412
1475,118478.396489
1476,364542.702144
1477,251985.809343
1478,320228.306089
1479,326867.142246
1480,495632.482093
1481,338288.715006
1482,225131.86198
1483,170358.864135
1484,171837.322291
1485,194058.047178
1486,192258.457411
1487,324618.923507
1488,233286.512662
1489,192739.336474
1490,223720.313553
1491,193686.221041
1492,84363.9618076
1493,191754.453398
1494,274189.588807
1495,280518.624367
1496,233415.900998
1497,174914.097364
1498,173864.459591
1499,167297.553726
1500,158991.518603
1501,171458.814933
1502,155762.840387
1503,275867.162469
1504,237161.415987
1505,224050.626601
1506,185756.021132
1507,238520.811146
1508,198002.281925
1509,171033.755972
1510,144003.067185
1511,142004.995069
1512,161942.508324
1513,151607.289503
1514,134255.128409
1515,199370.422609
1516,148309.768737
1517,157552.710533
1518,129257.345971
1519,203062.76564
1520,133490.333275
1521,134352.037354
1522,166679.63423
1523,113627.491926
1524,122619.963393
1525,121644.995583
1526,111444.147107
1527,105422.085399
1528,129035.16112
1529,156168.664213
1530,184213.34753
1531,114703.131828
1532,94193.8871304
1533,139393.499188
1534,122232.98004
1535,147441.860564
1536,111474.507338
1537,70798.6145333
1538,139987.500954
1539,193723.978556
1540,91224.7690313
1541,152326.555289
1542,139745.498722
1543,198014.33509
1544,78457.9365401
1545,110661.685462
1546,140996.511296
1547,142644.476574
1548,135422.582535
1549,121383.702685
1550,138259.751739
1551,99243.9257896
1552,137450.822588
1553,139371.923869
1554,116888.323695
1555,167771.550262
1556,91649.5333863
1557,97114.6970176
1558,102511.317804
1559,90363.5506638
1560,136616.004101
1561,113342.124341
1562,131927.881374
1563,121360.173925
1564,152109.899777
1565,152273.086917
1566,243056.476855
1567,78865.4919368
1568,228565.823767
1569,129307.654553
1570,142815.488515
1571,111593.101711
1572,136973.746785
1573,239111.223589
1574,117461.153671
1575,222166.873332
1576,241990.421919
1577,198493.320885
1578,146471.404389
1579,139455.943379
1580,199311.584977
1581,148875.411734
1582,132373.279174
1583,291734.25796
1584,219210.210046
1585,139804.178338
1586,70685.6005872
1587,105484.137509
1588,149545.448008
1589,98358.8607228
1590,138121.851367
1591,97130.6273746
1592,116161.383209
1593,121617.520978
1594,149027.791049
1595,122367.98819
1596,234534.748354
1597,198628.389251
1598,218318.291923
1599,169941.783078
1600,171110.429263
1601,70065.7596876
1602,109747.821681
1603,78718.6411435
1604,263916.678411
1605,240633.619591
1606,170935.181909
1607,172766.851158
1608,224124.671588
1609,185851.229276
1610,155488.999443
1611,140015.673666
1612,171873.552557
1613,162931.705306
1614,120301.137573
1615,88560.6683462
1616,76956.0056381
1617,93773.0511342
1618,131810.762783
1619,137911.277368
1620,201467.645348
1621,140577.532955
1622,137975.921344
1623,266159.70339
1624,203501.589743
1625,115863.073885
1626,163084.653348
1627,188577.313068
1628,291155.697921
1629,190275.889511
1630,343305.843732
1631,224383.920214
1632,244038.14832
1633,179801.844717
1634,185586.643634
1635,176067.765702
1636,158356.176838
1637,186173.908219
1638,184804.903401
1639,182836.437176
1640,250989.138695
1641,181013.532608
1642,244343.932318
1643,220774.387371
1644,239564.145113
1645,197055.479655
1646,163525.23198
1647,161554.99795
1648,135229.794252
1649,143981.709375
1650,113082.936349
1651,128604.633451
1652,96868.4789646
1653,102166.080767
1654,144601.956739
1655,143477.983435
1656,144693.009006
1657,147409.038976
1658,148936.249409
1659,125419.445721
1660,153124.309427
1661,461018.25589
1662,396861.743902
1663,371556.226491
1664,486841.577988
1665,305695.414432
1666,317499.720454
1667,377825.495364
1668,345964.837325
1669,310328.106181
1670,337231.491782
1671,243729.713702
1672,412760.06323
1673,292023.932806
1674,240521.372125
1675,195410.862631
1676,191985.828494
1677,217658.667779
1678,452272.668814
1679,397708.336772
1680,340333.29312
1681,254548.195941
1682,305840.024648
1683,187545.507469
1684,181340.247675
1685,175023.333702
1686,180211.032481
1687,176717.327231
1688,189709.46273
1689,193029.597531
1690,196902.652563
1691,188757.917546
1692,265847.278252
1693,184938.561718
1694,186844.243145
1695,173862.316856
1696,272249.430902
1697,181692.939399
1698,346694.496635
1699,313134.115725
1700,244812.982902
1701,259741.662903
1702,247149.8935
1703,254285.410334
1704,270296.542796
1705,242885.495774
1706,425221.674616
1707,218713.339398
1708,203204.280943
1709,259399.537299
1710,231783.066185
1711,270280.492189
1712,256248.302458
1713,268824.418752
1714,220556.047585
1715,209521.83816
1716,179885.211464
1717,179290.656723
1718,138815.771731
1719,205441.757287
1720,238278.85188
1721,161512.748294
1722,128842.754637
1723,154704.413217
1724,213614.603521
1725,241868.306905
1726,190447.283573
1727,153065.262022
1728,175984.857019
1729,173744.318438
1730,156443.397656
1731,122477.210801
1732,131998.754579
1733,117290.248488
1734,125193.177672
1735,131524.70451
1736,116601.386071
1737,303332.080458
1738,245501.942711
1739,252501.329271
1740,215997.844702
1741,185957.605195
1742,169654.189624
1743,175629.038502
1744,299927.529104
1745,219033.1628
1746,187678.946836
1747,218525.993868
1748,220077.304693
1749,154037.02979
1750,120988.427267
1751,238639.343805
1752,123295.739443
1753,145601.683526
1754,184846.973822
1755,165634.673977
1756,129778.027171
1757,123690.847628
1758,145776.521446
1759,163108.319229
1760,159531.818516
1761,139511.011859
1762,181481.916362
1763,175220.778434
1764,121149.283457
1765,153021.997413
1766,171209.983971
1767,195878.787543
1768,140513.439072
1769,174266.714347
1770,149899.462997
1771,126640.23036
1772,134216.82395
1773,127218.757217
1774,141247.41265
1775,145382.295582
1776,124395.261841
1777,105976.721123
1778,135059.428184
1779,116365.623238
1780,180167.309773
1781,131167.702993
1782,89708.9083521
1783,138320.29785
1784,109916.964132
1785,116714.476282
1786,148910.760458
1787,160394.414319
1788,58408.3998861
1789,98864.4725057
1790,83792.0238422
1791,186044.706154
1792,151023.776043
1793,133265.003109
1794,154896.186585
1795,133171.937468
1796,132200.506415
1797,109286.738842
1798,127899.435503
1799,112378.360916
1800,135624.387021
1801,129501.017501
1802,133214.530723
1803,149720.619125
1804,136158.335251
1805,137050.221733
1806,122580.994491
1807,121594.871079
1808,119360.076596
1809,117627.239087
1810,143679.819513
1811,93800.1276472
1812,95834.8210068
1813,125462.943768
1814,95087.5108831
1815,56686.0505718
1816,97557.1045887
1817,111708.08931
1818,156028.8349
1819,126525.236874
1820,59099.3956406
1821,109723.036228
1822,150455.551505
1823,42567.4683882
1824,124447.966622
1825,137841.031751
1826,109855.528687
1827,96498.9137079
1828,128575.441487
1829,109967.531436
1830,138860.516887
1831,151463.085181
1832,95396.1386364
1833,130464.397847
1834,120639.283544
1835,114431.388697
1836,114170.768609
1837,85338.09123
1838,126505.899607
1839,106974.831128
1840,142053.705246
1841,134443.259209
1842,88716.1758753
1843,130495.992963
1844,147746.861368
1845,140363.708719
1846,152949.260838
1847,164646.946552
1848,69136.9821175
1849,106150.569036
1850,117893.006319
1851,143950.003782
1852,126533.214275
1853,132038.187197
1854,165605.512312
1855,163963.574096
1856,217192.943146
1857,136312.722448
1858,133602.161353
1859,118748.778237
1860,148906.12124
1861,117777.608735
1862,319383.760332
1863,312758.249511
1864,312769.029688
1865,337289.695397
1866,335106.578905
1867,225491.9646
1868,276585.748023
1869,203293.237575
1870,223723.290822
1871,271320.855224
1872,176683.655054
1873,239466.776368
1874,143131.297697
1875,199337.369552
1876,194999.749177
1877,199771.402228
1878,214128.337922
1879,132725.429063
1880,132045.921128
1881,222944.430645
1882,240472.384786
1883,189366.450091
1884,198439.123815
1885,240336.029959
1886,275070.384074
1887,204620.519938
1888,249825.156006
1889,167603.285729
1890,124863.168552
1891,136285.243213
1892,101659.029813
1893,128188.159504
1894,123384.840325
1895,138937.278152
1896,125319.309292
1897,116195.723385
1898,116249.733722
1899,151056.446609
1900,141526.759138
1901,180943.198762
1902,146808.229335
1903,238185.602046
1904,150340.222657
1905,193607.664772
1906,162247.123581
1907,185425.881974
1908,110408.711732
1909,133472.009168
1910,120340.717692
1911,217165.55094
1912,330858.250017
1913,139673.190478
1914,66174.2940989
1915,304751.405202
1916,61687.4374569
1917,246312.875935
1918,137401.844417
1919,167486.770441
1920,146833.089652
1921,376716.047896
1922,319713.452867
1923,221511.103216
1924,227551.780803
1925,193790.462401
1926,365826.377782
1927,131950.389315
1928,160337.870336
1929,122225.761539
1930,136625.701617
1931,143054.012298
1932,142676.200447
1933,183186.49996
1934,183195.892254
1935,173284.620705
1936,195601.796067
1937,187404.158637
1938,171050.186644
1939,284699.229194
1940,192346.11183
1941,172666.712611
1942,182502.978328
1943,220958.803604
1944,427918.72373
1945,419941.559551
1946,171209.875399
1947,331949.884272
1948,177699.977822
1949,244600.526609
1950,183300.025409
1951,234807.701823
1952,196826.805469
1953,166570.007874
1954,195010.819209
1955,136729.447491
1956,311569.541743
1957,156553.0102
1958,281035.826697
1959,145116.285538
1960,118755.231133
1961,128739.831321
1962,95753.0822759
1963,100899.021501
1964,109398.87739
1965,150938.432374
1966,146333.328631
1967,278613.826785
1968,428987.985068
1969,408753.184234
1970,434883.479387
1971,475091.337352
1972,375369.764643
1973,287850.387128
1974,336815.722322
1975,450118.836208
1976,271839.736739
1977,353862.413912
1978,367177.34155
1979,335564.490593
1980,206570.205034
1981,330759.498491
1982,223899.413135
1983,223541.996674
1984,166406.07632
1985,219569.295737
1986,208340.923831
1987,186526.874731
1988,177458.195263
1989,193444.827354
1990,212166.3784
1991,227730.139276
1992,217048.118571
1993,172130.995554
1994,237526.884351
1995,184625.742317
1996,250754.051256
1997,317857.028209
1998,305075.144339
1999,281369.060877
2000,334954.763474
2001,264346.628236
2002,253961.120831
2003,259962.738134
2004,271125.641762
2005,235036.185453
2006,225690.683969
2007,251175.991296
2008,210312.473019
2009,198341.262453
2010,190087.109096
2011,146174.862282
2012,175546.718314
2013,183448.049567
2014,183131.3829
2015,211284.500961
2016,190688.833539
2017,194298.755656
2018,127265.585407
2019,136660.632599
2020,102776.869316
2021,111586.438411
2022,179176.850361
2023,148379.384923
2024,254908.825183
2025,359419.548711
2026,193979.831456
2027,161999.226779
2028,143495.5217
2029,165351.15706
2030,265464.472687
2031,233176.125189
2032,255678.306112
2033,259855.806966
2034,174722.739644
2035,222442.832418
2036,194295.967143
2037,197959.500361
2038,295834.297088
2039,224621.338046
2040,286859.811054
2041,273096.123554
2042,207400.410213
2043,172292.198401
2044,163626.213617
2045,215297.824985
2046,144340.766567
2047,147206.271903
2048,139374.988373
2049,135800.469169
2050,182286.139231
2051,98922.6165545
2052,121784.748181
2053,143403.435144
2054,94313.7394854
2055,152104.578194
2056,140850.805504
2057,118447.905141
2058,211880.018004
2059,135584.755323
2060,159738.932692
2061,163403.72405
2062,126460.479584
2063,121092.38248
2064,147774.600572
2065,120336.359343
2066,163647.488304
2067,115574.909651
2068,137212.246842
2069,83575.9243738
2070,113617.839245
2071,95782.663322
2072,137044.678387
2073,138654.496469
2074,182047.227347
2075,149054.153444
2076,121155.211331
2077,150932.187017
2078,130588.177721
2079,139589.745869
2080,122506.79325
2081,125714.929355
2082,120782.251409
2083,152703.951279
2084,113486.246913
2085,126037.455359
2086,112845.83359
2087,125830.133828
2088,89750.4585803
2089,79968.4409826
2090,131278.162553
2091,116235.76007
2092,135520.744699
2093,113764.887181
2094,108838.02954
2095,146049.423794
2096,78094.2943292
2097,96392.5110992
2098,151236.571329
2099,62224.7261763
2100,98415.1153526
2101,110761.114748
2102,123751.213072
2103,110067.938834
2104,136399.58785
2105,128767.372444
2106,79576.1041262
2107,202110.837229
2108,118135.719
2109,113722.936571
2110,119905.044109
2111,129140.77777
2112,145183.174478
2113,126468.625092
2114,116535.611326
2115,166078.78744
2116,112921.179805
2117,151222.078724
2118,123736.630139
2119,110389.198004
2120,120543.357111
2121,87086.77758
2122,115069.965386
2123,87382.9573003
2124,168638.374345
2125,123487.152675
2126,156721.044584
2127,148794.827823
2128,121638.774259
2129,99260.5134178
2130,133373.672647
2131,149358.440125
2132,112102.01951
2133,117326.357583
2134,128378.539615
2135,98120.2743101
2136,72197.9510441
2137,110021.731538
2138,129201.960062
2139,152638.921152
2140,133134.493705
2141,155882.78771
2142,131447.822883
2143,140663.370355
2144,114896.907758
2145,136906.92977
2146,166185.802525
2147,139965.59802
2148,148875.544331
2149,148369.874665
2150,245107.934472
2151,119134.713055
2152,155547.633629
2153,148494.288909
2154,103723.720602
2155,136320.751308
2156,250288.428891
2157,222828.214215
2158,244275.885812
2159,213733.439139
2160,177788.159907
2161,239123.917269
2162,350920.673601
2163,344088.620471
2164,247703.95765
2165,202357.579333
2166,153929.979822
2167,213681.768287
2168,196837.324244
2169,201707.228792
2170,211068.107257
2171,148625.837583
2172,141958.159161
2173,175011.379841
2174,226613.859173
2175,283456.324224
2176,319459.280527
2177,244008.040911
2178,208132.49616
2179,138754.570488
2180,194278.892099
2181,203078.725056
2182,234834.825436
2183,200291.959854
2184,114416.485276
2185,126788.779993
2186,146464.927708
2187,159915.480675
2188,165178.503352
2189,305823.53973
2190,77960.6310902
2191,76103.8223438
2192,87905.3826672
2193,110051.996664
2194,111802.508681
2195,108749.507527
2196,104864.062322
2197,121992.1661
2198,149689.331591
2199,177209.654319
2200,145632.756301
2201,149361.614795
2202,216356.187314
